Blog	four	looking	second	k	reports	brought	music	until	example	want	feature	machine	wrong	easier	series	service	needed	showed	project	person	tech	saying	result	lots	men	country	asked	chrome	much	pro	life	things	had	easy	possible	right	old	support	full	leave	team	alone	along	love	working	such	data	years	course	didn	internet	million	quite	open	city	future	san	turned	say	note	take	sale	ways	link	going	where	photos	former	technology	being	rest	around	world	power	industry	favorite	her	ad	am	having	original	tv	th	large	small	past	hours	november	social	via	company	learn	huge	its	always	found	really	research	major	number	sell	self	also	play	plan	sometimes	cover	set	see	movie	available	whole	community	read	recent	amp	readers	couple	d	continue	senate	anything	line	posted	us	ago	land	came	results	young	try	video	let	great	makes	tools	next	baby	challenge	process	high	move	doing	could	start	system	best	should	hope	means	stuff	email	etc	co	android	off	less	web	government	five	become	does	problem	monday	worth	told	word	work	network	created	another	john	away	com	voice	hand	photo	thanks	night	post	months	way	true	moore	face	test	update	together	p	guy	change	live	car	heard	write	product	still	non	half	space	shows	care	friend	than	online	america	only	between	article	comes	learning	these	media	thinking	real	early	using	business	aren	lot	trying	building	since	month	very	learned	family	ask	site	history	help	soon	actually	event	put	american	behind	clear	pretty	during	x	close	won	probably	else	look	while	guide	ready	game	step	within	doesn	e	youtube	go	facebook	michael	win	started	meet	control	links	including	hands	university	special	times	wikileaks	art	need	able	talk	based	she	both	party	well	lost	page	twitter	home	mdash	he	piece	star	stay	friends	lives	companies	likely	even	tips	ever	never	met	call	tell	room	give	amazing	answer	president	before	personal	better	weeks	went	side	mean	content	isn	features	matter	mind	seem	don	m	stop	bad	decided	said	against	appeared	three	website	make	opportunity	left	yes	yet	potential	save	deal	popular	super	down	drive	digital	billion	finally	me	did	run	box	making	may	man	maybe	nbsp	group	interesting	earlier	thing	think	little	anyone	were	especially	shot	show	black	morning	enough	reading	across	according	mark	those	many	then	different	same	running	money	videos	again	important	u	starting	public	search	published	two	hour	share	needs	through	late	good	someone	everyone	house	hard	members	done	least	part	believe	b	click	build	find	please	fans	point	simple	create	understand	bill	fun	itself	spend	big	bit	google	often	back	per	forward	others	later	private	account	la	ll	day	sexual	text	taking	general	center	thought	latest	add	success	happens	buy	minutes	sleep	under	every	street	would	phone	must	keep	end	over	writing	each	got	free	wanted	days	already	top	too	tom	took	talking	though	watch	amazon	report	however	news	experience	several	pick	election	everything	security	head	donald	longer	focus	roy	cool	level	posts	says	goes	water	iphone	today	local	trump	figure	information	happened	name	turn	place	coming	white	released	r	any	ideas	sure	state	college	review	come	case	events	week	without	seems	blog	idea	wife	follow	program	woman	song	far	list	ten	design	version	known	rather	short	might	wouldn	used	friday	feel	story	store	kind	finding	nothing	his	him	wrote	recently	york	c	became	questions	question	long	called	nice	users	once	include	deals	leaving	apple	app	use	few	women	tax	something	instead	light	looks	related	our	why	thousands	ones	words	view	stories	last	gets	percent	other	smart	know	press	james	because	getting	own	apps	made	whether	book
Deadspin	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	1	2	0	1	1	0	0	2	0	0	0	0	3	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	1	1	0	0	0	3	6	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	1	2	0	0	0	0	0	1	1	0	0	1	0	1	3	0	0	0	24	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	1	2	0	0	2	0	0	2	0	0	0	0	0	2	4	0	0	7	2	0	0	0	0	0	0	0	2	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	2	0	2	0	0	2	0	0	0	0	0	1	0	1	1	2	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	1	1	1	0	1	0	0	6	0	3	2	0	0	0	0	1	0	2	0	1	0	0	0	1	0	0	0	3	2	1	0	0	0	0	0	1	0	0	2	0	2	0	0	1	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	2	0	0	0	2	1	3	0	0	1	0	2	0	0	1	0	0	0	0	2	1	2	0	0	3	0	0	2	0	0	1	0	2	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	5	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	5	1	0	1	1	0	0	0	0	0	0	1	0	0	1	1	0	2	0	0	0	1	1	0	1	2	2	0	0	1	1	2	0	0	0	0	1	2	2	0	0	0	0	0	0	2	1	1	0	0	0	0	0	1	0	0	0	2	0	2	0	0	1	0	1	2	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	13	2	0	1	3	0	0	0	0	0	0	0	0	1	0	3	0	0	0	2	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	2	0	1	0	2	0	1	1	2	1	0	1	0	0
The Dish	0	2	0	1	0	0	0	0	4	1	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	2	0	1	3	4	0	1	0	3	2	0	1	0	0	0	7	0	0	0	11	0	3	2	1	1	2	0	0	0	0	1	3	1	0	0	0	2	0	1	1	0	0	0	4	7	0	0	2	1	0	2	0	1	1	0	0	0	3	0	0	0	0	0	0	0	0	1	1	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	9	1	0	7	0	1	1	0	0	0	0	3	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	3	4	0	0	3	0	0	0	0	1	0	0	1	1	0	1	0	1	1	1	3	0	2	2	1	0	1	1	0	2	0	0	4	0	0	0	1	3	0	1	0	0	0	0	1	0	0	0	0	2	0	1	0	1	0	1	4	0	2	3	1	0	0	0	5	0	0	1	1	0	0	0	0	0	0	2	0	1	0	0	0	2	1	0	0	0	0	0	0	1	0	0	2	0	1	1	2	1	3	0	0	0	1	0	0	1	0	0	3	0	1	1	1	0	0	1	1	0	0	0	1	0	1	0	1	2	0	1	0	0	1	0	0	0	1	0	3	2	0	0	1	0	0	2	4	0	0	2	2	0	0	1	0	0	1	1	1	1	2	0	1	0	0	2	1	0	0	0	1	4	1	0	1	0	4	1	0	1	0	2	0	0	1	1	0	0	0	0	0	1	0	1	1	0	11	2	0	0	0	1	1	1	0	0	0	0	1	1	2	2	1	0	0	0	0	2	1	3	0	2	0	2	3	7	1	2	0	1	0	0	0	3	1	1	0	0	1	0	0	0	4	0	0	0	0	2	1	0	0	2	3	0	0	0	0	2	3	0	0	2	0	1	0	0	1	0	2	0	0	2	3	0	1	1	0	1	0	0	3	9	0	0	1	0	1	2	2	0	0	0	0	0	0	2	1	0	1	0	0	1	3	3	2	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	1	2	0	0	1	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	2	0	0	1	0	1	2	0	6	3	0	1	0	0	0	0	0	0	0	0	1	1	3	1	0	0	0	0	3	0	0	1	2	11	0	1	4	0	0	0	1	2	6	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	4	3	2	0	4	2	0	3	0	1	2	0	6	0	0	1	0	1	0	2	0	3
kottke.org	1	2	5	0	2	4	5	4	3	12	2	2	3	1	2	1	2	1	3	8	0	2	4	3	9	8	5	0	17	0	16	26	19	2	4	5	4	10	4	4	1	3	4	7	3	3	3	29	4	8	4	10	2	0	2	9	0	3	14	2	9	1	3	0	10	18	2	1	6	6	1	12	18	4	1	7	26	1	6	2	5	10	4	7	3	11	2	0	1	14	3	2	4	14	7	6	16	2	3	2	0	2	26	1	1	5	3	5	9	5	4	5	0	10	5	2	1	4	13	3	0	6	0	0	5	7	5	3	0	4	4	32	3	7	0	0	8	0	2	6	9	3	6	10	2	2	9	8	2	3	2	2	4	1	1	12	7	3	1	7	4	2	0	0	4	5	0	12	3	4	6	7	3	0	10	3	3	1	3	9	2	20	2	1	8	3	4	7	1	0	4	2	0	2	1	0	5	5	3	4	3	1	3	23	2	5	17	11	2	2	0	11	7	3	4	4	7	4	3	5	2	3	3	2	8	0	7	0	8	7	6	1	5	3	5	6	3	2	4	1	17	2	2	4	5	14	9	4	0	1	2	2	6	6	5	6	0	0	0	0	1	6	2	5	0	2	1	4	0	23	7	2	3	1	26	7	0	5	5	2	4	6	0	36	1	1	1	3	5	0	4	14	0	2	10	3	2	2	3	1	3	1	0	10	1	3	2	3	0	1	1	4	3	0	4	3	18	14	2	1	1	14	5	0	14	0	18	2	5	2	6	2	0	2	1	3	6	0	3	5	2	20	3	2	2	1	3	4	2	268	2	3	3	4	6	8	1	18	0	1	8	5	2	2	1	5	3	0	15	13	10	3	10	1	1	2	3	3	5	1	1	3	2	19	3	2	1	9	1	8	4	3	2	1	2	10	6	4	4	7	0	0	3	2	1	7	2	3	1	2	3	3	0	3	4	7	3	9	8	4	2	3	2	2	0	11	9	2	1	5	1	2	1	1	2	2	2	1	3	0	5	11	3	19	6	6	4	2	25	1	10	4	10	1	5	4	6	5	7	8	4	6	7	2	1	3	8	2	3	0	0	4	3	4	0	5	3	1	2	5	1	6	5	3	14	5	0	1	3	2	3	4	2	2	3	3	3	2	10	3	5	1	6	3	5	0	3	2	8	3	1	2	2	1	2	0	3	5	6	6	4	3	1	0	5	6	2	10	2	9	13	0	1	2	3	38	10	6	7	3	2	4	3	3	13	10	1	2	5	0	0	0	5	4	11	9	19	3	14	3	5	1	3	25	6	2	0	11	4	2	8	1	2	16	0	8	1	3	11	4	8	2	5	0	14
O'Reilly Radar	10	0	0	0	0	0	2	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	7	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	2	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0
Little Green Footballs	0	0	1	4	1	0	14	0	0	2	0	0	2	0	1	0	0	0	1	1	0	0	0	3	1	2	2	0	2	0	1	1	5	0	0	14	3	0	1	0	1	4	0	2	0	2	0	2	0	1	0	1	1	1	0	0	1	0	8	2	3	0	0	1	1	2	0	0	0	0	0	4	3	2	0	0	22	0	2	0	1	0	0	0	0	0	0	11	1	0	0	0	1	6	3	2	2	1	0	1	0	2	5	2	2	0	0	7	2	0	6	1	0	1	1	1	0	0	3	0	4	2	1	0	3	1	0	1	0	1	1	8	2	1	1	0	3	0	0	0	3	0	3	0	1	1	2	6	3	0	0	0	1	2	0	2	0	0	0	1	0	2	0	0	0	4	0	2	0	0	3	4	1	39	2	1	2	0	1	2	0	3	0	10	2	0	1	0	19	0	0	2	1	1	0	0	2	0	0	0	1	1	0	1	0	3	2	2	1	3	0	4	2	0	2	2	0	1	0	2	1	0	0	0	3	2	0	1	0	1	0	1	0	0	0	2	0	0	1	0	0	0	0	1	0	5	4	1	0	0	2	0	0	1	29	2	8	10	0	0	0	1	1	0	1	0	0	1	12	0	3	0	0	1	12	3	2	1	0	1	24	2	11	18	1	0	2	1	0	0	0	7	0	1	1	0	0	4	0	0	3	0	6	1	2	1	1	1	0	1	0	2	1	0	1	2	5	16	1	0	1	1	2	0	1	3	2	0	2	2	1	0	0	1	1	0	2	2	2	0	1	4	1	0	0	0	0	9	0	0	2	0	0	1	0	7	0	3	0	1	6	0	1	0	0	1	0	1	2	2	1	0	0	0	0	0	1	1	1	0	2	0	2	3	0	0	0	0	0	1	1	1	1	2	0	0	4	0	3	2	0	0	1	2	0	1	0	0	0	6	1	0	0	2	2	2	2	3	0	0	0	1	0	1	7	2	2	1	0	0	0	1	1	4	0	0	1	0	1	0	1	4	1	0	1	2	2	2	3	0	0	1	0	0	2	0	0	3	2	3	2	1	2	1	0	1	7	1	0	2	5	1	0	0	10	1	0	5	0	0	0	8	0	0	0	5	0	35	0	1	1	0	1	0	0	6	1	9	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2	0	4	2	4	0	0	0	0	0	1	1	0	0	0	2	0	4	1	0	1	18	3	2	0	1	1	0	0	0	4	2	1	0	0	0	2	0	2	0	0	1	3	4	2	1	2	1	0	6	0	2	3	1	1	1	1	1	0	3	0	4	0	2	2	1	1	0	2	1	0
Lifehack	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	2	0	2	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	2	14	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	2	0	0	2	0	2	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	1	0	2	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	2	0	0	2	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	1	0	2	1	2	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	2	0	0	0	0	2	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	3	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	2
Lifehacker	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	3	0	0	1	3	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	1	2	0	0	0	1	0	0	3	0	0	1	3	0	0	0	1	0	1	1	0	1	2	2	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	6	1	2	1	0	0	0	0	0	2	2	0	2	0	0	2	0	0	1	0	25	1	0	1	0	2	0	0	1	0	1	2	0	0	0	1	0	1	1	1	2	1	0	0	0	0	0	1	0	1	0	0	0	11	1	0	1	1	1	0	0	0	3	0	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	2	0	0	2	0	0	0	1	0	1	0	0	1	0	1	0	1	1	1	2	0	0	0	1	0	2	0	2	1	0	1	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	2	1	1	1	0	0	0	3	0	0	0	0	2	0	0	0	0	3	2	0	0	0	0	2	0	1	0	0	1	3	0	2	0	0	0	0	1	1	1	0	0	0	1	2	2	1	0	0	0	0	0	0	5	0	0	0	0	0	0	2	1	0	1	0	0	0	0	2	0	0	0	1	3	2	0	0	0	0	0	1	0	1	1	2	1	0	0	3	0	0	0	0	0	0	0	2	1	0	0	5	0	0	2	0	0	1	0	0	0	2	0	1	0	3	0	2	0	0	1	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	3	0	3	0	1	0	0	0	0	0	0	0	0	5	0	0	3	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	1	0	0	0	0	4	1	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	3	0	1	0	0	0	0	0	1	1	2	2	8	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3	0	2	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	7	0	1	2	0	1	0	0	1	2	0	0	1	2	1	0	0	0	0	0	0	1	0	0	1	2	0	0	0	1	0	3	1	1	0
Google Operating System	0	0	0	0	1	0	0	0	7	3	11	3	0	0	0	0	0	1	0	0	0	0	3	0	1	0	0	2	2	0	2	1	2	1	0	1	4	2	2	0	1	0	0	0	0	1	1	0	0	0	1	0	0	4	0	0	0	0	0	0	1	0	1	2	1	1	6	0	1	0	2	2	2	1	0	2	0	2	0	0	1	2	1	0	0	0	0	2	0	2	0	0	1	3	1	4	1	1	0	0	0	0	9	4	0	0	0	1	4	2	3	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	2	1	9	0	3	3	1	1	2	5	5	0	1	0	4	1	0	0	1	5	1	1	1	1	0	1	0	0	9	2	0	3	0	0	2	0	0	0	3	0	1	0	3	0	4	0	0	2	1	0	2	0	2	1	0	1	0	0	0	1	0	0	0	0	3	2	0	0	0	2	5	1	0	0	18	1	0	5	0	0	10	4	0	1	2	3	0	0	1	1	5	0	2	1	0	0	2	1	2	0	0	1	4	1	1	1	1	0	0	0	0	2	2	0	1	0	1	1	0	3	5	0	0	2	0	1	2	0	13	7	0	0	0	2	1	1	1	4	1	0	3	0	0	0	2	2	0	1	0	2	0	2	0	10	0	6	0	0	0	1	1	0	0	0	0	4	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	4	0	1	2	3	3	1	0	1	0	1	0	0	0	2	0	2	0	0	1	0	0	1	0	5	1	1	2	0	1	3	0	6	0	1	2	0	11	0	3	0	0	0	1	0	0	0	0	2	0	0	0	0	0	2	0	3	4	3	9	3	1	0	5	2	2	0	1	1	53	1	0	0	3	1	0	0	0	0	2	0	0	0	0	0	0	0	4	9	0	1	0	0	3	0	0	1	0	0	0	0	0	0	108	1	4	1	1	1	1	1	4	0	7	3	0	4	1	0	2	0	2	7	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	4	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	6	0	0	2	1	0	4	0	0	1	1	0	0	0	1	0	1	2	0	0	1	0	2	5	3	0	0	0	0	3	0	1	0	0	0	0	0	1	0	0	1	2	0	0	0	2	1	0	0	7	0	1	3	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	2	0	1	0	1	3	5	4	0	3	0	1	0	0	0	9	7	1	1	0	2	0	2	3	12	2	1	0	0	0	1	0	1	1	0	9	3	4	1	0	2	0	2	2	0	2	0
ShoeMoney	0	0	0	0	0	0	0	0	1	7	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	4	0	1	1	1	3	0	0	1	1	0	1	0	1	1	0	0	3	0	0	6	0	0	0	0	3	0	0	2	0	1	0	4	0	3	0	0	0	0	1	0	0	5	5	0	0	0	0	0	1	0	2	0	0	1	0	0	0	1	0	0	1	0	1	0	0	2	0	0	0	1	0	3	1	2	0	0	2	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	3	0	0	2	0	1	0	1	0	2	5	3	0	3	1	0	0	0	1	0	0	0	1	2	3	0	0	0	1	1	0	0	0	0	0	0	2	1	0	1	0	0	0	0	1	0	1	2	4	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	5	4	0	2	0	0	2	1	5	1	2	3	1	2	4	2	2	0	1	0	2	0	1	0	0	1	0	1	2	0	0	0	0	3	0	0	0	0	0	0	5	0	3	0	0	1	1	1	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	2	2	2	2	0	0	0	0	1	0	1	0	0	1	2	2	0	0	0	2	5	4	0	0	0	0	4	4	0	0	0	0	0	0	0	6	9	0	1	0	1	1	0	0	2	0	0	0	2	1	0	0	0	1	0	7	1	0	1	0	0	0	0	3	5	2	2	2	0	0	2	0	0	0	2	0	0	0	1	1	5	0	1	1	11	0	1	2	0	0	0	1	0	1	0	0	0	1	0	4	0	1	0	0	0	0	0	0	0	0	2	0	2	0	0	0	1	6	0	0	0	0	0	2	0	8	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	1	2	1	1	0	0	1	0	0	2	0	3	0	0	3	2	1	0	0	1	1	0	2	1	4	0	0	1	0	0	1	0	0	1	0	3	0	0	0	2	1	0	0	0	0	0	1	0	0	1	0	1	0	3	0	0	0	0	0	0	0	0	1	0	0	0	2	2	1	0	0	0	0	0	0	0	2	1	7	0	0	1	0	0	0	1	0	0	5	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	2	0	0	2	1	0	0	0	2	14	0	0	0	0	0	0	0	0	2	0	2	1	0	2	0	4	0	2	1	0
Make: DIY Projects and Ideas for Makers	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
